id_aluno,idade,sexo,renda_familiar,escolaridade_mae,turno,trabalha,acesso_internet,computador_casa,transporte_escolar,distancia_escola_km,frequencia_percent,faltas,atrasos,horas_estudo_dia,participacao_aulas,atividades_entregues_percent,apoio_familiar,reprovacoes_anteriores,nota_matematica,nota_portugues,nota_ciencias,nota_humanas,media,situacao_final,split_sugerido
15,15,F,baixa,fundamental,Tarde,Nao,Sim,Nao,Nao,6.5,74.4,13,8,1.3,71.6,94.6,68.0,0,6.0,5.9,8.5,8.1,7.12,Aprovado,treino
16,14,F,alta,superior,Noite,Nao,Sim,Nao,Sim,5.7,96.9,5,5,2.3,99.8,71.5,57.4,0,7.6,7.2,6.7,6.8,7.08,Aprovado,treino
17,17,M,baixa,medio,Noite,Nao,Sim,Sim,Nao,0.2,71.8,13,10,2.8,69.4,91.7,62.8,0,7.1,6.4,7.8,8.2,7.38,Aprovado,validacao
19,16,M,media,medio,Noite,Nao,Nao,Sim,Sim,4.4,51.8,16,10,1.0,65.6,29.4,52.2,2,4.5,6.2,8.6,4.6,5.98,Aprovado,treino
20,16,F,baixa,medio,Manha,Nao,Nao,Sim,Nao,2.7,72.4,10,3,1.9,68.7,86.8,59.2,1,5.4,6.2,8.1,9.0,7.18,Aprovado,validacao
21,15,F,baixa,fundamental,Tarde,Nao,Sim,Nao,Sim,6.3,89.4,17,17,0.5,45.0,45.8,53.3,1,5.0,4.6,3.7,6.0,4.82,Reprovado,treino
22,16,F,baixa,medio,Tarde,Nao,Sim,Nao,Sim,2.2,76.5,4,10,2.0,80.8,92.2,,0,8.7,7.3,6.3,9.0,7.82,Aprovado,treino
23,16,F,media,fundamental,Noite,Nao,Sim,Sim,Nao,6.8,40.0,16,14,1.9,71.7,68.7,39.4,0,4.8,5.1,5.9,8.2,6.0,Reprovado,treino
24,15,F,media,fundamental,Manha,Nao,Nao,Sim,Nao,5.1,71.8,10,8,1.2,65.3,40.3,48.1,2,6.1,5.7,4.4,6.5,5.68,Aprovado,treino
25,19,M,baixa,medio,Tarde,Nao,Sim,Sim,Sim,6.4,69.4,27,9,2.8,79.6,53.1,43.8,2,3.2,4.8,5.5,6.5,5.0,Reprovado,treino
26,18,M,baixa,fundamental,Tarde,Nao,Sim,Sim,Sim,2.0,86.4,8,8,2.3,82.3,87.7,76.2,0,7.0,8.1,8.2,6.3,7.4,Aprovado,treino
27,16,M,media,fundamental,Manha,Nao,Sim,Nao,Sim,4.5,76.8,9,6,2.7,76.3,94.1,42.8,0,9.3,7.6,8.2,7.9,8.25,Aprovado,treino
28,16,F,media,fundamental,Noite,Nao,Sim,Nao,Sim,2.2,83.3,2,10,2.9,84.6,71.0,79.7,0,8.1,7.0,7.5,5.9,7.12,Reprovado,validacao
29,16,F,baixa,medio,Noite,Nao,Sim,Sim,Nao,4.2,78.9,15,5,2.2,89.3,90.8,87.6,0,8.2,7.6,8.1,7.1,7.75,Reprovado,treino
30,18,F,baixa,medio,Tarde,Nao,Sim,Sim,Nao,7.2,67.0,15,3,1.8,71.3,65.6,55.7,1,5.0,8.2,6.7,6.0,6.48,Reprovado,treino
31,16,F,baixa,medio,Noite,Nao,Sim,Sim,Sim,3.2,56.3,27,12,1.6,46.1,76.6,18.4,1,5.3,6.8,4.4,8.2,6.18,Reprovado,treino
32,17,M,baixa,superior,Tarde,Nao,Sim,Nao,Sim,7.5,66.3,18,9,0.3,53.2,64.2,53.2,0,5.0,5.9,6.9,6.3,6.02,Reprovado,treino
34,17,F,media,superior,Tarde,Nao,Sim,Sim,Nao,3.0,72.9,12,8,2.6,95.5,94.5,74.0,1,7.7,8.4,7.8,7.9,7.95,Aprovado,treino
35,18,F,media,medio,Tarde,Nao,Sim,Sim,Nao,6.5,85.0,6,0,2.1,75.2,88.3,96.1,0,6.6,6.3,5.5,7.4,6.45,Aprovado,validacao
36,16,M,media,medio,Manha,Nao,Sim,Sim,Nao,2.8,92.4,12,5,2.3,87.9,77.4,78.4,0,8.2,8.2,6.9,7.0,7.57,Aprovado,treino
37,16,F,baixa,medio,Manha,Nao,Nao,Nao,Sim,4.3,89.6,4,6,2.4,90.9,91.4,69.8,0,8.4,9.9,7.3,6.5,8.02,Aprovado,treino
38,16,M,baixa,fundamental,Manha,Sim,Sim,Nao,Nao,2.8,82.1,18,6,3.6,70.3,85.0,81.5,0,7.9,5.5,8.0,6.8,7.05,Aprovado,treino
39,16,M,media,medio,Tarde,Nao,Nao,Nao,Sim,2.9,92.0,7,0,2.1,83.5,97.7,70.0,0,7.6,6.2,6.4,8.1,7.08,Aprovado,treino
40,17,M,media,medio,Manha,Nao,Sim,Sim,Nao,5.0,79.6,18,15,0.8,65.5,41.6,52.9,0,6.3,6.3,1.1,4.9,4.65,Reprovado,treino
41,14,F,media,fundamental,Manha,Nao,Nao,Sim,Sim,5.9,74.8,2,12,1.1,88.5,78.0,66.5,0,6.3,6.8,4.7,6.5,6.08,Aprovado,treino
42,18,M,baixa,fundamental,Manha,Nao,Nao,Nao,Nao,5.8,86.6,16,15,0.1,45.1,50.0,24.7,2,3.9,4.2,6.2,7.9,5.55,Reprovado,validacao
43,16,M,baixa,medio,Noite,Nao,Nao,Sim,Sim,4.0,73.2,24,14,1.3,59.8,15.1,40.8,0,4.3,5.4,3.6,5.2,4.62,Reprovado,treino
44,17,F,alta,medio,Noite,Nao,Sim,Sim,Nao,3.3,86.1,3,11,3.0,74.6,83.8,80.4,0,7.2,8.1,8.6,7.8,7.92,Aprovado,validacao
45,18,F,baixa,medio,Manha,Nao,Nao,Sim,Nao,3.0,68.3,25,5,0.7,69.2,53.3,65.7,1,5.1,4.4,6.0,5.3,5.2,Reprovado,treino
46,15,M,baixa,medio,Tarde,Nao,Nao,Sim,Nao,2.9,66.7,18,16,0.8,65.9,52.3,73.7,1,5.1,3.2,7.0,7.2,5.62,Reprovado,treino
47,15,M,media,superior,Tarde,Nao,Sim,Sim,Nao,3.5,91.2,12,7,3.1,89.5,85.9,84.2,0,8.0,7.4,6.1,7.8,7.32,Reprovado,treino
48,15,F,media,medio,Manha,Nao,Sim,Sim,Nao,4.0,81.2,5,8,2.3,79.9,85.4,85.3,0,7.4,7.6,7.4,6.6,7.25,Aprovado,treino
49,18,M,media,medio,Manha,Nao,Sim,Nao,Nao,1.5,45.0,27,12,0.5,55.9,56.5,52.7,2,4.9,4.5,3.6,3.6,4.15,Aprovado,treino
50,14,M,media,fundamental,Manha,Sim,Sim,Sim,Nao,0.2,75.7,12,10,1.9,93.1,68.5,86.5,0,8.2,6.0,6.5,8.6,7.32,Aprovado,treino
51,17,F,baixa,fundamental,Manha,Nao,Nao,Sim,Nao,0.9,77.5,18,12,3.3,91.5,93.5,73.9,0,7.5,7.0,6.7,8.8,7.5,Aprovado,treino
52,17,F,media,medio,Manha,Sim,Sim,Sim,Sim,4.1,87.0,4,6,2.2,68.4,95.7,83.2,1,6.6,8.2,8.5,8.8,8.02,Aprovado,treino
53,18,F,media,medio,Manha,Nao,Nao,Sim,Nao,3.2,63.1,11,11,1.3,71.5,30.2,37.3,1,5.7,4.6,4.7,7.8,5.7,Reprovado,treino
54,15,F,media,fundamental,Noite,Nao,Sim,Nao,Nao,2.0,73.2,26,2,2.1,59.7,23.0,34.8,0,6.3,4.4,3.9,5.0,4.9,Reprovado,treino
55,15,M,baixa,medio,Tarde,Nao,Sim,Sim,Nao,2.7,83.6,22,9,2.3,51.3,60.9,95.3,0,6.0,4.4,6.7,4.8,5.48,Reprovado,treino
56,18,M,media,fundamental,Manha,Nao,Sim,Nao,Sim,5.5,60.5,12,17,0.0,56.0,63.1,51.6,1,4.8,3.5,5.4,4.9,4.65,Reprovado,treino
57,13,F,media,medio,Manha,Nao,Sim,Sim,Sim,3.3,79.9,4,6,1.1,88.5,84.2,80.3,0,8.7,6.8,8.6,8.0,8.02,Aprovado,treino
58,16,M,baixa,fundamental,Manha,Nao,Sim,Nao,Sim,0.2,73.6,8,0,2.5,87.9,98.9,81.1,0,7.6,7.1,9.7,8.1,8.12,Aprovado,treino
59,15,F,baixa,medio,Manha,Nao,Sim,Nao,Nao,6.4,92.6,4,8,2.8,86.8,73.5,68.3,1,7.5,9.1,6.9,7.7,7.8,Aprovado,treino
60,16,F,alta,superior,Manha,Nao,Nao,Nao,Nao,4.6,79.3,11,9,3.0,71.3,83.5,75.1,0,4.5,6.1,7.0,7.0,6.15,Aprovado,treino
61,16,F,media,medio,Manha,Nao,Sim,Nao,Nao,0.2,66.8,28,8,1.5,49.7,70.0,38.7,3,6.3,3.5,7.0,6.8,5.9,Reprovado,treino
63,14,M,media,fundamental,Tarde,Nao,Sim,Sim,Nao,2.5,85.0,5,2,1.2,74.2,84.1,100.0,0,7.9,7.5,8.0,6.3,7.42,Aprovado,treino
64,17,M,baixa,fundamental,Noite,Nao,Sim,Nao,Sim,3.9,91.8,23,8,1.7,75.1,52.8,61.3,2,4.4,5.0,5.1,6.2,5.18,Reprovado,validacao
65,14,F,baixa,superior,Manha,Nao,Nao,Sim,Nao,5.4,76.5,7,0,2.0,75.4,100.0,49.2,2,8.5,6.3,6.8,8.6,7.55,Aprovado,treino
66,14,F,media,superior,Manha,Nao,Sim,Sim,Nao,3.3,92.9,5,4,3.5,79.4,81.1,59.4,1,8.1,8.4,8.7,7.9,8.28,Aprovado,treino
67,14,F,media,medio,Manha,Nao,Nao,Nao,Nao,4.9,71.1,5,5,2.4,91.3,74.9,65.4,1,7.4,7.5,8.3,8.7,7.98,Aprovado,treino
68,14,M,baixa,superior,Manha,Nao,Sim,Sim,Nao,3.6,85.5,13,6,3.6,94.4,78.8,68.9,1,8.9,4.6,8.2,9.0,7.68,Reprovado,validacao
69,16,F,baixa,fundamental,Manha,Nao,Sim,Sim,Nao,4.0,96.9,5,5,3.5,83.8,98.3,57.8,0,5.8,7.6,8.2,8.8,7.6,Aprovado,treino
70,15,M,media,medio,Manha,Nao,Nao,Sim,Nao,2.4,91.4,0,8,1.9,75.3,86.5,58.8,0,6.6,7.9,8.2,8.6,7.82,Aprovado,treino
71,14,M,baixa,fundamental,Noite,Nao,Sim,Nao,Sim,6.4,84.1,4,3,2.1,98.4,,87.2,2,8.8,7.4,8.4,9.2,8.45,Aprovado,treino
72,15,F,baixa,medio,Tarde,Sim,Sim,Sim,Nao,4.0,96.5,4,1,1.9,80.2,78.0,61.0,0,8.1,8.5,7.4,7.7,7.92,Reprovado,validacao
74,17,F,media,medio,Tarde,Nao,Sim,Sim,Sim,4.4,86.7,19,0,1.3,86.7,84.0,85.0,1,6.4,8.0,5.8,8.1,7.07,Aprovado,treino
75,16,M,media,fundamental,Noite,Nao,Sim,Sim,Nao,0.8,82.3,3,0,1.5,81.0,66.1,69.5,1,6.8,7.1,7.5,8.3,7.42,Aprovado,treino
76,14,M,alta,superior,Manha,Sim,Sim,Sim,Nao,0.4,84.7,7,4,2.0,81.9,,60.7,0,6.9,8.8,8.3,8.2,8.05,Aprovado,treino
77,16,F,media,medio,Manha,Nao,Sim,Sim,Nao,3.8,90.6,11,7,2.9,79.8,89.4,47.5,1,8.0,7.1,7.1,7.3,7.38,Aprovado,validacao
78,15,M,media,superior,Tarde,Sim,Nao,Nao,Nao,3.2,58.1,21,17,1.6,50.7,51.1,56.1,1,7.8,5.6,4.5,5.3,5.8,Aprovado,treino
79,15,F,media,medio,Noite,Nao,Sim,Sim,Nao,1.2,77.5,10,0,1.7,67.8,72.0,73.8,0,7.7,7.9,6.7,5.7,7.0,Aprovado,validacao
80,17,F,media,fundamental,Noite,Sim,Sim,Nao,Sim,7.5,62.9,17,10,2.1,63.1,57.4,55.6,0,5.4,5.4,4.7,6.4,5.48,Reprovado,validacao
81,14,M,alta,superior,Manha,Nao,Sim,Sim,Sim,9.1,67.4,11,7,2.5,54.0,81.2,73.8,1,6.1,5.8,4.6,5.7,5.55,Reprovado,validacao
82,17,M,baixa,medio,Noite,Nao,Sim,Sim,Nao,1.1,90.2,4,4,2.5,100.0,79.2,68.3,0,6.4,9.7,6.9,8.6,7.9,Aprovado,validacao
83,17,F,media,fundamental,Tarde,Sim,Sim,Sim,Sim,3.3,77.1,12,14,1.7,67.1,65.5,74.0,0,5.7,5.3,3.2,6.5,5.18,Reprovado,treino
84,16,M,media,medio,Tarde,Nao,Sim,Sim,Nao,2.6,87.2,5,0,2.3,84.6,72.4,64.3,0,7.8,7.3,8.2,6.5,7.45,Aprovado,treino
85,15,M,baixa,fundamental,Manha,Nao,Nao,Nao,Nao,4.9,82.7,3,9,1.8,84.0,98.5,82.1,1,7.1,7.5,5.2,7.2,6.75,Aprovado,treino
86,15,M,media,superior,Tarde,Nao,Nao,Sim,Sim,5.7,74.6,4,5,2.9,74.3,83.8,94.4,0,8.3,7.9,4.7,7.8,7.18,Aprovado,validacao
87,15,M,baixa,medio,Tarde,Sim,Nao,Nao,Sim,6.1,70.4,14,9,1.1,65.1,82.5,91.8,0,4.6,5.3,1.5,4.5,3.97,Reprovado,treino
88,14,F,baixa,fundamental,Noite,Sim,Sim,Sim,Nao,1.4,84.0,3,3,1.6,100.0,84.7,66.8,0,6.4,6.5,8.5,6.7,7.02,Aprovado,treino
89,16,F,baixa,fundamental,Noite,Sim,Sim,Sim,Sim,6.2,94.2,6,8,1.7,100.0,78.7,42.5,0,9.4,5.8,6.8,7.4,7.35,Aprovado,validacao
90,16,M,media,fundamental,Tarde,Nao,Sim,Nao,Sim,7.1,83.1,0,4,1.2,73.8,77.1,53.8,0,9.2,8.5,7.1,6.4,7.8,Aprovado,treino
92,16,F,media,superior,Manha,Nao,Sim,Sim,Nao,3.3,77.4,25,14,0.7,29.8,29.7,52.4,2,4.1,3.6,5.8,5.6,4.78,Reprovado,treino
93,17,F,baixa,superior,Tarde,Nao,Sim,Nao,Nao,3.3,86.5,4,2,0.9,69.8,78.6,77.9,0,8.0,7.3,7.4,5.9,7.15,Aprovado,treino
94,15,F,baixa,medio,Manha,Nao,Sim,Nao,Sim,5.1,75.0,7,5,3.1,74.3,90.1,61.7,0,6.8,8.4,8.4,7.4,7.75,Aprovado,validacao
95,15,F,baixa,superior,Tarde,Nao,Sim,Nao,Nao,1.0,70.8,4,4,1.5,100.0,80.2,80.2,1,9.3,8.1,7.5,8.8,8.43,Aprovado,treino
96,17,F,media,medio,Manha,Nao,Nao,Nao,Nao,2.7,81.6,13,3,2.7,79.0,88.0,71.1,0,9.1,7.0,7.9,7.0,7.75,Aprovado,treino
97,16,F,baixa,medio,Manha,Nao,Sim,Sim,Nao,3.0,90.4,2,6,2.9,94.3,67.3,58.9,0,7.6,7.5,7.8,5.2,7.02,Aprovado,treino
98,15,F,media,fundamental,Manha,Nao,Sim,Nao,Nao,2.5,85.3,4,10,2.1,100.0,84.3,46.9,0,7.8,6.9,7.6,6.3,7.15,Aprovado,treino
99,16,M,media,medio,Noite,Nao,Sim,Sim,Sim,5.3,80.8,12,2,2.0,88.8,92.6,87.6,0,7.7,7.8,7.3,8.3,7.78,Aprovado,treino
100,17,M,media,superior,Tarde,Sim,Sim,Nao,Sim,4.3,57.2,13,15,1.8,51.7,82.2,66.2,1,6.1,3.8,4.2,3.4,4.37,Reprovado,treino
101,16,F,media,superior,Manha,Sim,Sim,Nao,Nao,3.5,60.8,28,13,0.4,74.6,36.4,42.3,0,5.3,5.7,4.6,6.2,5.45,Reprovado,treino
102,16,F,media,medio,Manha,Sim,Sim,Nao,Nao,6.0,64.7,17,12,1.0,54.9,37.4,37.0,2,5.8,5.1,8.0,5.5,6.1,Reprovado,validacao
103,16,F,media,fundamental,Manha,Nao,Sim,Sim,Nao,2.3,79.0,9,5,1.9,71.3,92.7,51.4,1,7.5,7.4,10.0,8.2,8.27,Aprovado,validacao
104,16,M,media,fundamental,Noite,Sim,Sim,Sim,Sim,6.3,86.9,13,23,1.2,73.2,58.9,57.1,1,5.8,4.5,2.5,6.3,4.78,Reprovado,treino
105,17,M,baixa,medio,Manha,Nao,Sim,Nao,Nao,6.4,64.7,22,20,1.6,54.0,86.0,82.6,0,6.9,5.3,6.8,5.7,6.18,Reprovado,validacao
106,16,M,alta,fundamental,Manha,Nao,Nao,Sim,Nao,6.7,90.2,17,7,1.3,83.0,70.8,0.0,1,5.5,6.7,6.1,4.3,5.65,Reprovado,treino
108,16,F,media,medio,Manha,Nao,Sim,Nao,Nao,0.2,94.4,8,4,2.4,70.0,88.6,73.0,0,7.0,5.8,6.5,8.5,6.95,Aprovado,treino
110,17,F,media,medio,Noite,Nao,Sim,Nao,Sim,6.6,58.1,8,21,0.6,71.7,68.1,45.1,1,2.3,6.2,4.6,7.7,5.2,Reprovado,treino
111,15,F,baixa,medio,Tarde,Nao,Sim,Sim,Nao,0.2,87.4,8,5,1.1,85.5,82.0,100.0,1,6.8,7.3,7.6,8.9,7.65,Aprovado,treino
112,16,F,baixa,fundamental,Manha,Nao,Sim,Nao,Nao,3.4,81.7,11,7,1.4,73.3,96.3,75.1,0,6.7,8.6,7.3,6.2,7.2,Reprovado,treino
113,14,M,baixa,medio,Manha,Nao,Sim,Nao,Nao,3.1,77.3,9,1,3.1,90.8,99.5,65.6,1,6.9,7.8,6.0,6.8,6.88,Aprovado,treino
114,18,F,media,superior,Tarde,Nao,Sim,Sim,Sim,4.4,75.0,9,0,1.6,88.9,82.5,71.7,0,9.0,10.0,7.2,7.6,8.45,Aprovado,treino
115,16,M,media,medio,Manha,Nao,Sim,Sim,Nao,8.1,66.6,5,2,2.6,75.7,87.8,70.7,0,6.8,8.3,7.5,7.3,7.48,Aprovado,validacao
116,17,F,baixa,superior,Manha,Sim,Sim,Nao,Nao,5.8,73.1,29,16,0.5,44.3,100.0,72.0,0,5.7,4.7,4.8,5.7,5.22,Reprovado,treino
117,18,F,baixa,fundamental,Manha,Nao,Nao,Sim,Sim,4.2,51.9,29,19,1.6,39.5,97.2,36.4,0,8.2,5.8,4.9,3.1,5.5,Reprovado,treino
119,17,F,media,superior,Manha,Sim,Sim,Nao,Sim,0.6,64.8,11,8,2.9,71.0,98.9,95.4,0,10.0,6.7,7.2,7.1,7.75,Aprovado,treino
120,14,F,media,superior,Tarde,Nao,Sim,Sim,Sim,2.7,92.4,11,2,2.4,81.7,74.0,71.2,0,8.1,8.9,5.7,7.7,7.6,Aprovado,validacao
121,15,F,baixa,medio,Noite,Nao,Sim,Sim,Nao,2.8,86.1,17,5,2.6,77.9,87.8,51.5,0,7.5,7.2,8.5,9.5,8.18,Aprovado,validacao
122,17,M,media,medio,Tarde,Nao,Sim,Sim,Nao,1.3,93.9,0,13,2.8,74.8,94.5,65.4,0,7.4,7.7,6.9,9.3,7.82,Aprovado,treino
123,15,F,media,superior,Manha,Nao,Sim,Sim,Nao,2.4,96.2,11,2,1.7,77.0,100.0,68.2,0,5.9,8.5,8.2,7.4,7.5,Aprovado,treino
124,15,M,baixa,medio,Tarde,Nao,Nao,Nao,Nao,2.8,69.4,8,12,2.0,74.0,100.0,83.0,0,6.9,8.6,7.8,6.3,7.4,Aprovado,treino
125,17,M,baixa,fundamental,Manha,Nao,Sim,Nao,Nao,0.2,87.9,15,0,0.5,88.4,72.7,54.9,0,9.2,9.6,8.0,7.1,8.48,Aprovado,treino
126,17,M,media,medio,Manha,Nao,Sim,Nao,Nao,0.9,85.9,2,9,1.3,57.6,96.9,79.5,0,5.6,5.6,5.8,8.3,6.32,Aprovado,treino
127,17,F,media,medio,Tarde,Nao,Sim,Sim,Sim,4.7,90.0,12,12,3.4,86.8,92.2,81.4,0,7.3,5.6,6.6,6.6,6.52,Aprovado,treino
128,15,M,baixa,medio,Manha,Sim,Nao,Nao,Sim,2.8,96.9,5,7,2.4,82.2,69.6,98.5,0,9.5,7.5,5.2,6.8,7.25,Aprovado,treino
129,15,F,baixa,fundamental,Tarde,Nao,Sim,Nao,Nao,4.7,82.7,3,13,3.1,88.6,80.8,62.2,0,7.5,7.3,5.1,6.4,6.57,Reprovado,treino
131,16,F,media,medio,Manha,Nao,Sim,Sim,Sim,7.8,81.0,10,0,2.0,87.6,75.6,69.9,0,6.2,6.0,7.2,7.3,6.68,Reprovado,validacao
132,16,F,media,medio,Tarde,Sim,Nao,Nao,Nao,4.0,,5,5,2.2,51.3,84.8,38.4,2,6.3,4.7,3.4,6.4,5.2,Reprovado,treino
133,14,F,media,fundamental,Tarde,Nao,Sim,Nao,Sim,4.5,100.0,1,1,1.8,72.4,94.9,69.4,0,7.2,5.3,7.9,8.5,7.22,Reprovado,treino
134,15,M,baixa,medio,Noite,Nao,Sim,Sim,Nao,3.2,97.2,13,10,2.8,81.0,73.7,88.2,0,6.5,8.5,10.0,9.5,8.62,Aprovado,treino
135,15,M,media,medio,Manha,Nao,Sim,Sim,Sim,3.8,82.1,8,6,1.1,90.8,89.6,97.4,0,7.8,8.7,5.2,7.6,7.32,Aprovado,treino
136,17,F,baixa,fundamental,Noite,Nao,Sim,Nao,Nao,1.6,85.7,10,2,1.2,92.9,94.0,80.3,1,8.6,5.9,8.4,8.1,7.75,Aprovado,validacao
137,16,F,media,medio,Manha,Nao,Sim,Sim,Sim,7.1,80.9,7,11,1.0,38.0,41.6,42.8,1,4.6,6.8,5.7,7.0,6.02,Reprovado,treino
138,15,M,alta,medio,Noite,Nao,Sim,Sim,Nao,3.3,78.7,10,0,2.0,71.3,91.4,54.9,0,6.4,7.7,7.0,9.2,7.58,Aprovado,treino
139,16,M,media,medio,Manha,Nao,Sim,Nao,Sim,6.2,78.3,27,15,2.4,38.6,51.2,34.7,1,3.0,3.9,5.8,5.4,4.53,Reprovado,treino
140,13,M,media,medio,Noite,Nao,Nao,Sim,Nao,0.4,87.1,6,4,2.1,78.1,84.5,70.7,0,9.2,9.5,6.2,6.2,7.78,Aprovado,treino
141,15,F,baixa,fundamental,Noite,Nao,Sim,Nao,Sim,4.4,86.8,7,4,3.2,65.5,73.4,62.0,0,8.8,8.4,8.1,7.2,8.13,Aprovado,treino
142,17,M,alta,fundamental,Manha,Sim,Sim,Nao,Nao,3.0,83.0,13,5,2.6,60.8,99.6,62.4,0,7.1,9.2,6.5,7.0,7.45,Aprovado,treino
143,17,M,media,superior,Manha,Nao,Sim,Sim,Sim,6.4,68.8,16,4,0.8,71.9,80.2,56.6,0,6.8,6.9,6.5,4.2,6.1,Reprovado,treino
144,14,F,baixa,fundamental,Tarde,Nao,Sim,Nao,Sim,3.9,68.4,14,8,2.1,89.7,90.2,79.4,0,7.7,7.8,5.2,8.2,7.22,Aprovado,treino
145,17,F,media,superior,Manha,Nao,Sim,Sim,Nao,3.3,86.5,2,4,2.0,83.6,92.6,72.4,1,6.9,5.8,7.7,7.8,7.05,Aprovado,treino
146,14,F,media,medio,Manha,Nao,Sim,Nao,Sim,1.7,99.0,14,8,3.3,92.9,89.6,93.0,0,5.9,8.8,6.8,7.2,7.18,Aprovado,treino
147,17,F,alta,fundamental,Noite,Nao,Nao,Sim,Nao,4.5,90.7,16,4,1.6,86.5,90.4,67.5,0,9.8,8.3,7.7,8.4,8.55,Aprovado,treino
148,19,M,baixa,fundamental,Tarde,Nao,Nao,Nao,Sim,0.8,72.0,4,6,2.7,78.8,80.9,48.2,0,7.2,5.8,8.8,7.4,7.3,Aprovado,treino
149,15,F,media,fundamental,Tarde,Nao,Sim,Nao,Nao,4.1,86.6,11,10,2.1,68.2,65.6,88.9,1,6.7,6.8,6.8,6.2,6.62,Aprovado,treino
150,17,M,media,medio,Noite,Nao,Sim,Nao,Nao,2.1,80.6,7,5,1.5,85.5,76.9,65.4,0,6.7,7.5,7.4,5.9,6.88,Aprovado,treino
151,14,F,baixa,fundamental,Tarde,Sim,Sim,Nao,Nao,8.1,58.8,13,11,1.6,54.8,34.3,49.9,0,3.9,2.2,5.0,4.5,3.9,Reprovado,treino
152,16,M,media,medio,Tarde,Nao,Sim,Sim,Sim,7.2,69.1,11,9,0.0,66.3,44.7,67.0,2,6.7,5.9,5.1,5.6,5.83,Reprovado,treino
153,15,M,media,superior,Tarde,Nao,Sim,Sim,Sim,0.5,100.0,2,4,2.7,90.5,83.0,64.7,1,6.3,5.9,7.5,8.7,7.1,Aprovado,validacao
154,17,M,media,superior,Manha,Nao,Nao,Sim,Nao,2.9,100.0,4,1,2.5,79.6,80.3,69.6,0,6.7,6.5,5.5,9.1,6.95,Aprovado,validacao
156,16,F,alta,medio,Tarde,Nao,Sim,Sim,Sim,9.1,68.6,21,29,1.3,73.5,68.4,75.0,0,4.1,6.9,4.4,6.0,5.35,Reprovado,treino
157,14,M,media,fundamental,Tarde,Nao,Nao,Sim,Nao,5.6,94.8,8,3,2.6,70.5,89.7,80.7,1,5.4,6.9,8.6,8.3,7.3,Aprovado,treino
158,18,M,baixa,fundamental,Manha,Nao,Sim,Sim,Sim,2.4,67.8,30,9,1.3,80.0,50.9,49.0,2,5.8,6.5,6.7,6.8,6.45,Reprovado,treino
159,14,F,alta,fundamental,Manha,Sim,Sim,Nao,Nao,7.7,70.0,11,10,2.8,59.9,74.5,58.0,0,5.3,4.1,7.5,6.6,5.88,Reprovado,treino
